"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.691217125E0,-7.569236755E-1,1.270191193E1,-5.111445618E1,5.267446374E1
9.701252125E0,-7.166385651E-1,1.251651764E1,-5.139912415E1,5.290601807E1
9.711288125E0,-7.031745911E-1,1.235717773E1,-5.106712341E1,5.254565053E1
9.721323125E0,-6.631565094E-1,1.260685730E1,-5.146936035E1,5.299497790E1
9.731358125E0,-5.432949066E-1,1.266337585E1,-5.135874939E1,5.289969184E1
9.741394125E0,-6.027526855E-1,1.256177521E1,-5.144787598E1,5.296267978E1
9.751429125E0,-3.447895050E-1,1.247144318E1,-5.120384216E1,5.270189017E1
9.761465125E0,-2.924041748E-1,1.246333313E1,-5.129553223E1,5.278874690E1
9.771500125E0,-3.661231995E-1,1.242597198E1,-5.142663574E1,5.290782258E1
9.781536125E0,-3.152656555E-1,1.241195679E1,-5.139697266E1,5.287537103E1
9.791571125E0,-6.508007050E-1,1.224692535E1,-5.111067200E1,5.256150221E1
9.801607125E0,-7.362766266E-1,1.257011414E1,-5.134698486E1,5.286835279E1
9.811642125E0,-6.997585297E-1,1.253929138E1,-5.136729431E1,5.288026489E1
9.821678125E0,-4.916000366E-1,1.232275391E1,-5.153120422E1,5.298638451E1
9.831713125E0,-3.412837982E-1,1.236025238E1,-5.146018982E1,5.292488498E1
9.841748125E0,-7.775173187E-1,1.216976929E1,-5.131622314E1,5.274526117E1
9.851784125E0,-8.791217804E-1,1.213470459E1,-5.132334900E1,5.274571132E1
9.861819125E0,-7.221508026E-1,1.208381653E1,-5.087579346E1,5.229614215E1
9.871855125E0,-7.229290009E-1,1.222996521E1,-5.109655762E1,5.254477020E1
9.881890125E0,-6.310310364E-1,1.226439667E1,-5.106956482E1,5.252536603E1
9.891926125E0,-4.852581024E-1,1.238838959E1,-5.091572571E1,5.240342352E1
9.901961125E0,-6.150321960E-1,1.240524292E1,-5.083441162E1,5.232977853E1
9.911997125E0,-4.672794342E-1,1.246202087E1,-5.092076111E1,5.242560659E1
9.922032125E0,-6.016178131E-1,1.235642242E1,-5.117984009E1,5.265376673E1
9.932067125E0,-6.529960632E-1,1.241021729E1,-5.109286499E1,5.258251373E1
9.942103125E0,-5.258846283E-1,1.245706177E1,-5.096699524E1,5.246989181E1
9.952138125E0,-5.908012390E-1,1.246693420E1,-5.099198914E1,5.249720422E1
9.962174125E0,-8.046951294E-1,1.249613190E1,-5.083963013E1,5.235903779E1
9.972209125E0,-5.219783783E-1,1.252978516E1,-5.056407166E1,5.209600100E1
9.982245125E0,-3.819904327E-1,1.249870300E1,-5.052059937E1,5.204511940E1
9.992280125E0,-5.157451630E-1,1.213842773E1,-5.084828186E1,5.227958673E1
1.000231612E1,-5.920295715E-1,1.221740723E1,-5.082969666E1,5.228071920E1
1.001235112E1,-4.343261719E-1,1.236824799E1,-5.063037109E1,5.212098114E1
1.002238712E1,-6.776466370E-1,1.269855499E1,-5.065835571E1,5.223008240E1
1.003242212E1,-4.887561798E-1,1.250262451E1,-5.104685974E1,5.255793367E1
1.004245812E1,-7.211036682E-1,1.244665527E1,-5.099220276E1,5.249422787E1
1.005249312E1,-9.493465424E-1,1.235704041E1,-5.087322998E1,5.236108512E1
1.006252812E1,-5.739231110E-1,1.241343689E1,-5.085696411E1,5.235316229E1
1.007256413E1,-5.590953827E-1,1.235540009E1,-5.064785767E1,5.213611018E1
1.008259913E1,-4.548511505E-1,1.249748993E1,-5.097094727E1,5.248267914E1
1.009263512E1,-2.971496582E-1,1.246318054E1,-5.087431335E1,5.237952774E1
1.010267012E1,-4.210262299E-1,1.252074432E1,-5.103372192E1,5.254890175E1
1.011270613E1,-5.317459106E-1,1.259255219E1,-5.052151489E1,5.206993942E1
1.012274113E1,-2.654914856E-1,1.245485687E1,-5.067161560E1,5.218051909E1
1.013277712E1,-2.018184662E-1,1.249811554E1,-5.077838135E1,5.229424094E1
1.014281212E1,-4.907188416E-1,1.263510132E1,-5.087316895E1,5.242104452E1
1.015284812E1,-6.136703491E-1,1.261220551E1,-5.070532227E1,5.225393789E1
1.016288312E1,-4.244613647E-1,1.257326508E1,-5.083750916E1,5.237097955E1
1.017291812E1,-6.014728546E-1,1.240545654E1,-5.077516174E1,5.227211658E1
1.018295412E1,-6.099567413E-1,1.251133728E1,-5.098162842E1,5.249792419E1
1.019298913E1,-6.329479218E-1,1.252371216E1,-5.097831726E1,5.249793158E1
1.020302512E1,-5.063152313E-1,1.266325378E1,-5.116189575E1,5.270819603E1
1.021306012E1,-6.664123535E-1,1.257668304E1,-5.096917725E1,5.250213416E1
1.022309613E1,-4.782562256E-1,1.243416595E1,-5.091979980E1,5.241815739E1
1.023313113E1,-3.484783173E-1,1.270545197E1,-5.058569336E1,5.215805134E1
1.024316712E1,-3.021335602E-1,1.270738220E1,-5.062295532E1,5.219437185E1
1.025320212E1,-5.468559265E-1,1.268621826E1,-5.060502625E1,5.217382358E1
1.026323813E1,-6.889648438E-1,1.285845947E1,-5.069433594E1,5.230420967E1
1.027327312E1,-8.549232483E-1,1.256462097E1,-5.084678650E1,5.238316801E1
1.028330812E1,-8.269901276E-1,1.255538177E1,-5.111680603E1,5.264265745E1
1.029334412E1,-7.698841095E-1,1.257412720E1,-5.072531128E1,5.226622811E1
1.030337912E1,-7.460556030E-1,1.236757660E1,-5.072418213E1,5.221547857E1
1.031341512E1,-8.116474152E-1,1.241847992E1,-5.081208801E1,5.231391501E1
1.032345012E1,-5.600357056E-1,1.252088165E1,-5.099452209E1,5.251216431E1
1.033348613E1,-7.282371521E-1,1.264552307E1,-5.090895081E1,5.246104131E1
1.034352113E1,-7.222061157E-1,1.266870117E1,-5.089137268E1,5.244949365E1
1.035355712E1,-7.215366364E-1,1.264185333E1,-5.095736694E1,5.250705016E1
1.036359212E1,-7.218704224E-1,1.248114777E1,-5.122248840E1,5.272611748E1
1.037362813E1,-7.071647644E-1,1.255245209E1,-5.107269287E1,5.259737724E1
1.038366313E1,-7.548408508E-1,1.253828430E1,-5.080546570E1,5.233520519E1
1.039369813E1,-5.603179932E-1,1.240940094E1,-5.103845215E1,5.252838076E1
1.040373412E1,-7.318916321E-1,1.245121765E1,-5.079598999E1,5.230488587E1
1.041376912E1,-6.562652588E-1,1.241374969E1,-5.056648254E1,5.207207527E1
1.042380512E1,-6.839504242E-1,1.247225952E1,-5.074116516E1,5.225601293E1
1.043384012E1,-8.096466064E-1,1.248134613E1,-5.053802490E1,5.206276491E1
1.044387612E1,-6.901855469E-1,1.254257202E1,-5.064550781E1,5.218007216E1
1.045391112E1,-6.015510559E-1,1.246469116E1,-5.040753174E1,5.192927542E1
1.046394712E1,-7.231655121E-1,1.243984222E1,-5.094558716E1,5.244735926E1
1.047398212E1,-6.062545776E-1,1.213921356E1,-5.075744629E1,5.219239796E1
1.048401813E1,-6.281051636E-1,1.230321503E1,-5.087739563E1,5.234761697E1
1.049405313E1,-3.616428375E-1,1.230120850E1,-5.060740662E1,5.208224381E1
1.050408813E1,-7.939453125E-1,1.220112610E1,-5.074382019E1,5.219610249E1
1.051412412E1,-5.095539093E-1,1.233586884E1,-5.092906189E1,5.240422359E1
1.052415912E1,-6.046333313E-1,1.231570435E1,-5.065324402E1,5.213245903E1
1.053419513E1,-5.294551849E-1,1.229012299E1,-5.065667725E1,5.212894009E1
1.054423013E1,-5.504455566E-1,1.232853699E1,-5.088668823E1,5.236173081E1
1.055426612E1,-6.534404755E-1,1.233794403E1,-5.092057800E1,5.239806401E1
1.056430112E1,-6.314601898E-1,1.247277832E1,-5.094824219E1,5.245657559E1
1.057433712E1,-7.476043701E-1,1.263397980E1,-5.077706909E1,5.233055612E1
1.058437212E1,-7.023715973E-1,1.230841827E1,-5.130665588E1,5.276706761E1
1.059440812E1,-6.958293915E-1,1.244612122E1,-5.102276611E1,5.252344975E1
1.060444312E1,-6.645050049E-1,1.216869354E1,-5.109928894E1,5.253242808E1
1.061447813E1,-7.851181030E-1,1.239460754E1,-5.096574402E1,5.245712316E1
1.062451412E1,-9.399375916E-1,1.227111816E1,-5.100280762E1,5.246665806E1
1.063454921E1,-8.059921265E-1,1.211804962E1,-5.085478210E1,5.228485070E1
1.064458521E1,-7.245349884E-1,1.233514404E1,-5.098490906E1,5.246085856E1
1.065462021E1,-8.924026489E-1,1.239804840E1,-5.085856628E1,5.235553219E1
1.066465621E1,-8.461170197E-1,1.234936523E1,-5.083277893E1,5.231820094E1
1.067469121E1,-7.795200348E-1,1.214723206E1,-5.060986328E1,5.205306100E1
1.068472721E1,-7.264099121E-1,1.239273071E1,-5.090330505E1,5.239517069E1
1.069476221E1,-6.939258575E-1,1.233126831E1,-5.076930237E1,5.225001219E1
1.070479821E1,-6.494560242E-1,1.240538025E1,-5.076722717E1,5.226496539E1
1.071483321E1,-4.252243042E-1,1.216024780E1,-5.085607910E1,5.229142591E1
1.072486921E1,-6.274738312E-1,1.213038635E1,-5.124327087E1,5.266320163E1
1.073490421E1,-6.638584137E-1,1.203861237E1,-5.100656128E1,5.241219504E1
1.074493921E1,-3.870143890E-1,1.214189148E1,-5.096873474E1,5.239644291E1
1.075497521E1,-4.183425903E-1,1.209008789E1,-5.123707581E1,5.264582769E1
1.076501021E1,-7.029628754E-1,1.238599396E1,-5.105842590E1,5.254398023E1
1.077504621E1,-4.056758881E-1,1.223156738E1,-5.096827698E1,5.241699220E1
1.078508121E1,-7.792091370E-1,1.220089722E1,-5.111541748E1,5.255715902E1
1.079511721E1,-7.336139679E-1,1.213745117E1,-5.134567261E1,5.276584128E1
1.080515221E1,-7.295322418E-1,1.212390900E1,-5.104162598E1,5.246683685E1
1.081518821E1,-8.985195160E-1,1.213739777E1,-5.132228088E1,5.274561856E1
1.082522321E1,-1.022655487E0,1.200073242E1,-5.114837646E1,5.254731028E1
1.083525921E1,-9.709854126E-1,1.202908325E1,-5.091725159E1,5.232789090E1
1.084529421E1,-9.608955383E-1,1.185939789E1,-5.082878113E1,5.220281247E1
1.085532921E1,-8.057365417E-1,1.197688293E1,-5.081439209E1,5.221300010E1
1.086536521E1,-9.422035217E-1,1.213700104E1,-5.077459717E1,5.221354479E1
1.087540021E1,-9.766426086E-1,1.209156036E1,-5.105007935E1,5.247161389E1
1.088543621E1,-9.240818024E-1,1.209976196E1,-5.058390808E1,5.201913036E1
1.089547121E1,-9.364128113E-1,1.217713928E1,-5.074520874E1,5.219421232E1
1.090550721E1,-9.665145874E-1,1.209659576E1,-5.061915588E1,5.205344102E1
1.091554221E1,-7.528209686E-1,1.198789215E1,-5.067747498E1,5.208150120E1
1.092557821E1,-7.634239197E-1,1.196311188E1,-5.060769653E1,5.200805524E1
1.093561321E1,-8.181629181E-1,1.193561554E1,-5.068508911E1,5.207788943E1
1.094564921E1,-7.765750885E-1,1.195228577E1,-5.069815063E1,5.209378736E1
1.095568421E1,-6.926269531E-1,1.216104126E1,-5.097160339E1,5.240682216E1
1.096572021E1,-5.969944000E-1,1.197032166E1,-5.058688354E1,5.198728488E1
1.097575521E1,-9.511489868E-1,1.196247864E1,-5.093511963E1,5.232964734E1
1.098579021E1,-8.029937744E-1,1.182720184E1,-5.081945801E1,5.218376007E1
1.099582621E1,-7.641353607E-1,1.182614136E1,-5.064739990E1,5.201538848E1
1.100586121E1,-6.001968384E-1,1.165409088E1,-5.080094910E1,5.212402996E1
1.101589721E1,-6.377124786E-1,1.181182861E1,-5.065609741E1,5.201890212E1
1.102593221E1,-5.645542145E-1,1.175370789E1,-5.105868530E1,5.239711553E1
1.103596821E1,-4.256439209E-1,1.186116028E1,-5.098452759E1,5.234778266E1
1.104600321E1,-6.714630127E-1,1.197841644E1,-5.094140625E1,5.233507613E1
1.105603921E1,-8.541126251E-1,1.190941620E1,-5.093070984E1,5.231157527E1
1.106607421E1,-7.210693359E-1,1.200902557E1,-5.121255493E1,5.260667656E1
1.107611021E1,-8.448925018E-1,1.209733582E1,-5.110865784E1,5.252765256E1
1.108614521E1,-8.208045959E-1,1.221089172E1,-5.139353943E1,5.283063024E1
1.109618021E1,-6.896934509E-1,1.232080078E1,-5.129763794E1,5.276102223E1
1.110621621E1,-6.374664307E-1,1.216908264E1,-5.131411743E1,5.274117541E1
1.111625121E1,-5.563297272E-1,1.212512207E1,-5.142547607E1,5.283850563E1
1.112628721E1,-9.480686188E-1,1.211544800E1,-5.115184021E1,5.257559958E1
1.113632221E1,-7.378997803E-1,1.195742035E1,-5.129258728E1,5.267308523E1
1.114635821E1,-6.501045227E-1,1.197077179E1,-5.112756348E1,5.251428149E1
1.115639321E1,-5.966491699E-1,1.220159149E1,-5.145001221E1,5.288041775E1
1.116642921E1,-6.918621063E-1,1.221823120E1,-5.150450134E1,5.293843127E1
1.117646421E1,-7.601356506E-1,1.231816101E1,-5.127116394E1,5.273563452E1
1.118650021E1,-9.309062958E-1,1.228831482E1,-5.093856812E1,5.240808134E1
1.119653521E1,-1.001153946E0,1.229760742E1,-5.075248718E1,5.223072288E1
1.120657121E1,-1.089427948E0,1.233618927E1,-5.055918884E1,5.205381826E1
1.121660621E1,-1.054634094E0,1.226184082E1,-5.079011536E1,5.225993505E1
1.122664121E1,-8.972988129E-1,1.217769623E1,-5.096469116E1,5.240707181E1
1.123667721E1,-9.898757935E-1,1.202059174E1,-5.084178162E1,5.225285866E1
1.124671221E1,-6.863746643E-1,1.223875427E1,-5.060731506E1,5.207070726E1
1.125674821E1,-8.893241882E-1,1.213346100E1,-5.072953796E1,5.216797672E1
1.126678321E1,-9.099502563E-1,1.213723755E1,-5.081015015E1,5.224760188E1
1.127681921E1,-1.050981522E0,1.223275757E1,-5.077047729E1,5.223395720E1
1.128685421E1,-1.072050095E0,1.198527527E1,-5.075546265E1,5.216237248E1
1.129689021E1,-1.124822617E0,1.208437347E1,-5.093328857E1,5.235930856E1
1.130692521E1,-1.123085022E0,1.219227600E1,-5.053518677E1,5.199728854E1
1.131696121E1,-9.920349121E-1,1.207655334E1,-5.084417725E1,5.226813211E1
1.132699621E1,-1.100608826E0,1.209683228E1,-5.064631653E1,5.208256972E1
1.133703121E1,-9.776706696E-1,1.203501892E1,-5.050999451E1,5.193319811E1
1.134706721E1,-8.368167877E-1,1.222733307E1,-5.094248962E1,5.239604170E1
1.135710221E1,-1.121982574E0,1.208605957E1,-5.097463989E1,5.239986253E1
1.136713821E1,-8.618755341E-1,1.223208618E1,-5.120713806E1,5.265489294E1
1.137717321E1,-9.146480560E-1,1.189143372E1,-5.103524780E1,5.241029761E1
1.138720921E1,-7.761440277E-1,1.198931122E1,-5.102149963E1,5.241697633E1
1.139724421E1,-8.572158813E-1,1.182102966E1,-5.109915161E1,5.245564657E1
1.140728021E1,-7.750377655E-1,1.207751465E1,-5.097033691E1,5.238742491E1
1.141731521E1,-9.661254883E-1,1.221421051E1,-5.112936401E1,5.257691700E1
1.142735121E1,-9.228019714E-1,1.233441925E1,-5.117707825E1,5.265057264E1
1.143738621E1,-1.013879776E0,1.234638214E1,-5.110542297E1,5.258541016E1
1.144742221E1,-9.931240082E-1,1.245414734E1,-5.089820862E1,5.240915685E1
1.145745721E1,-1.016416550E0,1.245011139E1,-5.098602295E1,5.249393215E1
1.146749221E1,-1.034387589E0,1.245215607E1,-5.059931946E1,5.211926014E1
1.147752821E1,-1.084608078E0,1.227366638E1,-5.080996704E1,5.228261673E1
1.148756321E1,-9.361991882E-1,1.246469879E1,-5.083706665E1,5.235124192E1
1.149759921E1,-8.308219910E-1,1.223737335E1,-5.066786194E1,5.213133228E1
1.150763421E1,-9.231433868E-1,1.210172272E1,-5.092655945E1,5.235282556E1
1.151767021E1,-7.931137085E-1,1.204728699E1,-5.118052673E1,5.258528758E1
1.152770521E1,-7.972373962E-1,1.231905365E1,-5.108497620E1,5.255539424E1
1.153774121E1,-9.576320648E-1,1.214416504E1,-5.136798096E1,5.279268199E1
1.154777621E1,-1.021783829E0,1.199449158E1,-5.095434570E1,5.235701688E1
1.155781221E1,-8.934841156E-1,1.220034790E1,-5.081758118E1,5.226923913E1
1.156784721E1,-6.978569031E-1,1.208594513E1,-5.060595703E1,5.203383477E1
1.157788321E1,-9.714717865E-1,1.205768585E1,-5.077355957E1,5.219469223E1
1.158791821E1,-1.036464691E0,1.202748108E1,-5.084211731E1,5.225567388E1
1.159795321E1,-9.752540588E-1,1.210772705E1,-5.091127014E1,5.234028661E1
1.160798921E1,-1.058216095E0,1.242494965E1,-5.097184753E1,5.247502678E1
1.161802421E1,-9.737815857E-1,1.240814972E1,-5.066969299E1,5.217593524E1
1.162806021E1,-9.858703613E-1,1.236410522E1,-5.072929382E1,5.222359898E1
1.163809521E1,-9.208240509E-1,1.236274719E1,-5.082101440E1,5.231119326E1
1.164813121E1,-1.052265167E0,1.233763123E1,-5.079591370E1,5.228335542E1
1.165816621E1,-8.181934357E-1,1.224600983E1,-5.086679077E1,5.232651909E1
1.166820221E1,-7.502536774E-1,1.222570801E1,-5.108993530E1,5.253772270E1
1.167823721E1,-6.477489471E-1,1.227069855E1,-5.092918396E1,5.239056595E1
1.168827321E1,-8.106307983E-1,1.215750885E1,-5.094184875E1,5.237875617E1
1.169830821E1,-7.114238739E-1,1.217192078E1,-5.124766541E1,5.267812628E1
1.170834321E1,-8.938007355E-1,1.210815430E1,-5.106433105E1,5.248782893E1
1.171837921E1,-6.377124786E-1,1.176115417E1,-5.107647705E1,5.241696226E1
1.172841421E1,-6.899585724E-1,1.191528320E1,-5.117698669E1,5.255029956E1
1.173845021E1,-7.386455536E-1,1.200104523E1,-5.077133179E1,5.217565347E1
1.174848521E1,-8.613777161E-1,1.211341095E1,-5.090249634E1,5.233106945E1
1.175852121E1,-9.271469116E-1,1.205371857E1,-5.104354858E1,5.245565351E1
1.176855621E1,-8.729782104E-1,1.202980042E1,-5.112042236E1,5.252404946E1
1.177859221E1,-7.039623260E-1,1.190093231E1,-5.108998108E1,5.246250013E1
1.178862721E1,-6.759891510E-1,1.185413361E1,-5.104608154E1,5.240877680E1
1.179866321E1,-4.242191315E-1,1.189224243E1,-5.102668762E1,5.239588001E1
1.180869821E1,-8.107166290E-1,1.197871399E1,-5.110929871E1,5.250054537E1
1.181873421E1,-7.760925293E-1,1.182281494E1,-5.088041687E1,5.224172751E1
1.182876921E1,-6.415672302E-1,1.194606018E1,-5.099530029E1,5.237977295E1
1.183880421E1,-5.411891937E-1,1.196099091E1,-5.131346130E1,5.269183523E1
1.184884021E1,-6.703453064E-1,1.197535706E1,-5.118403625E1,5.257056312E1
1.185887521E1,-9.263629913E-1,1.200735474E1,-5.094149780E1,5.234568669E1
1.186891121E1,-1.012863159E0,1.197660065E1,-5.089038086E1,5.229049358E1
1.187894621E1,-9.460048676E-1,1.202027893E1,-5.096818542E1,5.237497452E1
1.188898221E1,-9.117164612E-1,1.223345184E1,-5.064242554E1,5.210704209E1
1.189901721E1,-9.394435883E-1,1.212952423E1,-5.066595459E1,5.210611161E1
1.190905321E1,-8.171825409E-1,1.205361176E1,-5.111332703E1,5.252170545E1
1.191908821E1,-9.563770294E-1,1.226552582E1,-5.126144409E1,5.271710757E1
1.192912421E1,-7.093486786E-1,1.211576843E1,-5.095301819E1,5.237847919E1
1.193915921E1,-8.265476227E-1,1.210157013E1,-5.111376953E1,5.253330959E1
1.194919421E1,-6.824092865E-1,1.223856354E1,-5.122167969E1,5.266790854E1
1.195923021E1,-8.842449188E-1,1.205061340E1,-5.111553955E1,5.252425683E1
1.196926521E1,-1.132141113E0,1.173844147E1,-5.108180237E1,5.242540686E1
1.197930121E1,-9.000034332E-1,1.194036865E1,-5.109577942E1,5.248010179E1
1.198933621E1,-8.192539215E-1,1.186280823E1,-5.153250122E1,5.288663421E1
1.199937221E1,-9.993972778E-1,1.155582428E1,-5.098849487E1,5.229113194E1
1.200940721E1,-6.577682495E-1,1.183504486E1,-5.120011902E1,5.255428749E1
1.201944321E1,-8.827323914E-1,1.190171814E1,-5.127546692E1,5.264602187E1
1.202947821E1,-8.098621368E-1,1.188040161E1,-5.127394104E1,5.263854908E1
1.203951421E1,-9.951515198E-1,1.196283722E1,-5.103695679E1,5.242967441E1
1.204954921E1,-1.056804657E0,1.195540619E1,-5.097308350E1,5.236701074E1
1.205958521E1,-8.252277374E-1,1.204782867E1,-5.123303223E1,5.263700949E1
1.206962021E1,-7.233943939E-1,1.210671234E1,-5.127976990E1,5.269450241E1
1.207965521E1,-8.217735291E-1,1.212842560E1,-5.100752258E1,5.243606945E1
1.208969121E1,-8.474750519E-1,1.174117279E1,-5.091304016E1,5.225620548E1
1.209972621E1,-6.517200470E-1,1.167850494E1,-5.057510376E1,5.191005044E1
1.210976221E1,-5.857563019E-1,1.200057220E1,-5.105665588E1,5.245130078E1
1.211979721E1,-9.209766388E-1,1.176165009E1,-5.116888428E1,5.251132572E1
1.212983321E1,-9.853820801E-1,1.181625366E1,-5.108262634E1,5.244072408E1
1.213986821E1,-6.701755524E-1,1.194139099E1,-5.110113525E1,5.248211103E1
1.214990421E1,-9.074516296E-1,1.195668030E1,-5.086465454E1,5.225895860E1
1.215993921E1,-1.123703003E0,1.203160095E1,-5.057214355E1,5.199580592E1
1.216997521E1,-9.186916351E-1,1.209316254E1,-5.054452515E1,5.197920350E1
1.218001021E1,-7.915306091E-1,1.194303131E1,-5.084553528E1,5.223534221E1
1.219004621E1,-8.011531830E-1,1.217953491E1,-5.101058960E1,5.245057834E1
1.220008121E1,-8.455028534E-1,1.210906982E1,-5.101484680E1,5.243909840E1
1.221011621E1,-9.926872253E-1,1.216302490E1,-5.110005188E1,5.253703365E1
1.222015221E1,-7.927112579E-1,1.197222137E1,-5.101182556E1,5.240390084E1
1.223018721E1,-7.597904205E-1,1.204697418E1,-5.120649719E1,5.261000117E1
1.224022321E1,-9.084396362E-1,1.193522644E1,-5.146807861E1,5.284163140E1
1.225025821E1,-8.335857391E-1,1.199906921E1,-5.099775696E1,5.239698218E1
1.226029421E1,-8.174896240E-1,1.226523590E1,-5.112419128E1,5.258124414E1
1.227032921E1,-7.820701599E-1,1.228045654E1,-5.090270996E1,5.236895195E1
1.228036521E1,-7.127151489E-1,1.207375336E1,-5.070240784E1,5.212501936E1
1.229040021E1,-4.878215790E-1,1.188327026E1,-5.079243469E1,5.216628704E1
1.230043621E1,-7.126731873E-1,1.176927948E1,-5.063604736E1,5.199070239E1
1.231047121E1,-7.322616577E-1,1.189631653E1,-5.102175903E1,5.239540485E1
1.232050721E1,-7.217025757E-1,1.203726196E1,-5.069511414E1,5.210960686E1
1.233054221E1,-8.182621002E-1,1.224488068E1,-5.046166992E1,5.193252148E1
1.234057721E1,-9.956970215E-1,1.221107483E1,-5.065017700E1,5.211086443E1
1.235061321E1,-9.728641510E-1,1.217358398E1,-5.072554016E1,5.217492728E1
1.236064821E1,-9.526767731E-1,1.215375519E1,-5.080302429E1,5.224527381E1
1.237068421E1,-7.796096802E-1,1.209610748E1,-5.055110168E1,5.198401186E1
1.238071921E1,-5.923862457E-1,1.217167664E1,-5.077494812E1,5.221681712E1
1.239075521E1,-6.041717529E-1,1.212742615E1,-5.056788635E1,5.200529414E1
1.240079021E1,-7.667026520E-1,1.196030426E1,-5.054273987E1,5.194425150E1
1.241082621E1,-8.038558960E-1,1.229146576E1,-5.037155151E1,5.185575683E1
1.242086121E1,-7.214050293E-1,1.237643433E1,-5.096627808E1,5.245243610E1
1.243089721E1,-7.935943604E-1,1.236806488E1,-5.117152405E1,5.265096100E1
1.244093221E1,-4.828510284E-1,1.236727905E1,-5.091949463E1,5.240207696E1
1.245096821E1,-7.042293549E-1,1.203456879E1,-5.098229980E1,5.238818262E1
1.246100321E1,-8.517684937E-1,1.216628265E1,-5.094189453E1,5.238149064E1
1.247103821E1,-7.817173004E-1,1.215858459E1,-5.092849731E1,5.236558125E1
1.248107421E1,-7.618026733E-1,1.200490570E1,-5.079415894E1,5.219908702E1
1.249110921E1,-4.018669128E-1,1.210857391E1,-5.079837036E1,5.222311261E1
1.250114521E1,-5.149517059E-1,1.205472565E1,-5.089447021E1,5.230514969E1
1.251118021E1,-8.954868317E-1,1.203572845E1,-5.071769714E1,5.213391851E1
1.252121621E1,-8.307609558E-1,1.210610199E1,-5.085568237E1,5.228334629E1
1.253125121E1,-7.249240875E-1,1.225949097E1,-5.098519897E1,5.244340901E1
1.254128721E1,-8.573970795E-1,1.208248138E1,-5.112751770E1,5.254278782E1
1.255132221E1,-9.839019775E-1,1.200658417E1,-5.085717773E1,5.226450663E1
1.256135821E1,-6.793479919E-1,1.229097748E1,-5.092805481E1,5.239462194E1
1.257139321E1,-7.497615814E-1,1.193835449E1,-5.095841980E1,5.234354782E1
1.258142921E1,-6.539497375E-1,1.202105713E1,-5.074035645E1,5.214899076E1
1.259146421E1,-4.980812073E-1,1.202196503E1,-5.081617737E1,5.222125631E1
1.260149921E1,-6.715030670E-1,1.197520447E1,-5.060443115E1,5.200639279E1
1.261153521E1,-7.291908264E-1,1.176088715E1,-5.074194336E1,5.209217793E1
1.262157021E1,-6.050548553E-1,1.177571106E1,-5.090489197E1,5.225266968E1
1.263160575E1,-7.325477600E-1,1.185087585E1,-5.111746216E1,5.247832717E1
1.264164075E1,-8.787574768E-1,1.196284485E1,-5.088729858E1,5.228191876E1
1.265167675E1,-1.053260803E0,1.179949188E1,-5.079273987E1,5.215591808E1
1.266171175E1,-8.844757080E-1,1.182924652E1,-5.114633179E1,5.250391058E1
1.267174775E1,-1.031572342E0,1.151604462E1,-5.110708618E1,5.239864200E1
1.268178275E1,-1.018333435E0,1.160432434E1,-5.084150696E1,5.215895106E1
1.269181875E1,-9.041271210E-1,1.183361053E1,-5.082472229E1,5.219199345E1
1.270185375E1,-1.023191452E0,1.168686676E1,-5.081622314E1,5.215283607E1
1.271188975E1,-9.559745789E-1,1.165349579E1,-5.082170105E1,5.214943096E1
1.272192475E1,-8.774185181E-1,1.163883209E1,-5.090927124E1,5.223012707E1
1.273195975E1,-1.019727707E0,1.164701843E1,-5.106742859E1,5.238869292E1
1.274199575E1,-8.514728546E-1,1.172358704E1,-5.100160217E1,5.233861790E1
1.275203075E1,-8.063907623E-1,1.184086609E1,-5.060440063E1,5.197751186E1
1.276206675E1,-6.321887970E-1,1.188069153E1,-5.100836182E1,5.237750919E1
1.277210175E1,-6.976757050E-1,1.195778656E1,-5.096223450E1,5.235097665E1
1.278213775E1,-8.675765991E-1,1.191149902E1,-5.132301331E1,5.269428995E1
1.279217275E1,-9.990673065E-1,1.195075989E1,-5.124278259E1,5.262738418E1
1.280220875E1,-9.656352997E-1,1.192163849E1,-5.157228088E1,5.294108113E1
1.281224375E1,-8.751239777E-1,1.160851288E1,-5.145335388E1,5.275387226E1
1.282227975E1,-1.177083969E0,1.165598297E1,-5.129490662E1,5.261572874E1
1.283231475E1,-7.525806427E-1,1.191083527E1,-5.138414001E1,5.275191200E1
1.284235075E1,-9.017162323E-1,1.213676453E1,-5.108256531E1,5.251230926E1
1.285238575E1,-6.466140747E-1,1.236093140E1,-5.088520813E1,5.236902845E1
1.286242075E1,-6.360549927E-1,1.269699860E1,-5.078582764E1,5.235282827E1
1.287245675E1,-3.353500366E-1,1.276857758E1,-5.086335754E1,5.244263698E1
1.288249175E1,-4.699745178E-1,1.277332306E1,-5.094299316E1,5.252206404E1
1.289252775E1,-4.390163422E-1,1.251772308E1,-5.100837708E1,5.252371520E1
