"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.573585083E0,-6.217870712E0,2.012360382E1,-4.015905762E1,4.534722986E1
6.583622083E0,-6.120435715E0,1.988287354E1,-4.062826538E1,4.564476247E1
6.593658083E0,-6.065153122E0,1.988148499E1,-4.077207947E1,4.576485542E1
6.603694083E0,-5.836568832E0,1.970622253E1,-4.078121948E1,4.566736915E1
6.613731083E0,-6.052076340E0,1.961331177E1,-4.035289001E1,4.527323005E1
6.623767083E0,-6.350168228E0,1.946949768E1,-4.048005676E1,4.536541603E1
6.633804083E0,-6.271116257E0,1.953821564E1,-4.052520752E1,4.542423597E1
6.643840083E0,-6.340177536E0,1.959888458E1,-4.077813721E1,4.568556229E1
6.653876083E0,-6.243360519E0,1.957949066E1,-4.059785461E1,4.550298676E1
6.663913083E0,-6.335126877E0,1.960232544E1,-4.077421570E1,4.568283771E1
6.673949083E0,-6.160196304E0,1.973237610E1,-4.096632385E1,4.588632013E1
6.683985083E0,-6.003561020E0,1.966909027E1,-4.086027527E1,4.574361105E1
6.694022083E0,-5.946386337E0,1.982717896E1,-4.086271667E1,4.580652955E1
6.704058083E0,-6.056039810E0,1.978170776E1,-4.083642578E1,4.577778119E1
6.714095083E0,-5.863164902E0,1.983621979E1,-4.071134949E1,4.566471609E1
6.724131083E0,-5.909078598E0,1.959439850E1,-4.012733459E1,4.504509567E1
6.734167083E0,-6.069055557E0,1.978049469E1,-4.028419495E1,4.528705961E1
6.744204083E0,-5.855821609E0,1.963909912E1,-4.045742798E1,4.535182840E1
6.754240083E0,-5.602586746E0,1.986846924E1,-4.058802795E1,4.553606331E1
6.764276083E0,-5.826272964E0,1.947308350E1,-4.056974792E1,4.537676591E1
6.774313083E0,-5.674409866E0,1.942013550E1,-4.058732605E1,4.535054163E1
6.784349083E0,-5.667951584E0,1.944292450E1,-4.077336121E1,4.552603620E1
6.794386083E0,-5.815641403E0,1.920913696E1,-4.099357605E1,4.564302691E1
6.804422083E0,-5.972993851E0,1.948925781E1,-4.069320679E1,4.551312892E1
6.814458083E0,-5.647157669E0,1.955220795E1,-4.084304810E1,4.563259584E1
6.824495083E0,-5.653135300E0,1.946067810E1,-4.099604797E1,4.573130088E1
6.834531083E0,-5.501771927E0,1.922923279E1,-4.075451660E1,4.539783598E1
6.844567083E0,-5.424219131E0,1.920164490E1,-4.065914917E1,4.529118823E1
6.854604083E0,-5.485883713E0,1.931624603E1,-4.034306335E1,4.506412145E1
6.864640083E0,-5.533102036E0,1.921432495E1,-4.106828308E1,4.567723040E1
6.874677083E0,-5.660089493E0,1.915417480E1,-4.100036621E1,4.560645848E1
6.884713083E0,-5.567007065E0,1.933133698E1,-4.126173401E1,4.590449706E1
6.894749083E0,-5.316259384E0,1.913099670E1,-4.062580872E1,4.521851371E1
6.904786083E0,-5.434579849E0,1.910863495E1,-4.056500244E1,4.516850685E1
6.914822083E0,-5.382596970E0,1.892694092E1,-4.054949951E1,4.507175782E1
6.924859083E0,-5.533628464E0,1.893769073E1,-4.044380188E1,4.499953650E1
6.934895083E0,-5.626256943E0,1.882246399E1,-4.070689392E1,4.519945940E1
6.944931083E0,-5.597932816E0,1.872921753E1,-4.062481689E1,4.508321405E1
6.954968083E0,-5.664754868E0,1.871691132E1,-4.058441162E1,4.505004643E1
6.965004083E0,-5.716138840E0,1.899762726E1,-4.071064758E1,4.528731513E1
6.975040083E0,-5.630182266E0,1.886785889E1,-4.084869385E1,4.534656371E1
6.985077083E0,-5.336248398E0,1.897357178E1,-4.058020020E1,4.511346385E1
6.995113083E0,-5.445631027E0,1.913381195E1,-4.084513855E1,4.543218023E1
7.005150083E0,-5.457201004E0,1.911015320E1,-4.083676147E1,4.541607739E1
7.015186083E0,-5.350534439E0,1.934597778E1,-4.135350037E1,4.596745662E1
7.025222083E0,-5.574747086E0,1.941040039E1,-4.087556458E1,4.559224965E1
7.035259083E0,-5.832136154E0,1.947346497E1,-4.083793640E1,4.561761392E1
7.045295083E0,-5.872270584E0,1.925585175E1,-4.126541138E1,4.591411073E1
7.055331083E0,-5.924180984E0,1.907851410E1,-4.140994263E1,4.597683078E1
7.065368083E0,-5.935987473E0,1.883335114E1,-4.142990112E1,4.589518242E1
7.075404083E0,-5.885202408E0,1.894121552E1,-4.112666321E1,4.565969425E1
7.085441083E0,-5.782102585E0,1.903836060E1,-4.112591553E1,4.568624314E1
7.095477083E0,-5.843687057E0,1.894599152E1,-4.130201721E1,4.581436345E1
7.105513083E0,-5.852003098E0,1.876168823E1,-4.133465576E1,4.576899226E1
7.115550083E0,-5.663503647E0,1.880136108E1,-4.110450745E1,4.555378123E1
7.125586083E0,-5.659009933E0,1.873287964E1,-4.072796631E1,4.518531191E1
7.135622083E0,-5.638311386E0,1.881224060E1,-4.094146729E1,4.540809064E1
7.145659083E0,-5.658201218E0,1.881115723E1,-4.124565125E1,4.568455564E1
7.155695083E0,-5.708086014E0,1.896007538E1,-4.110406494E1,4.562467380E1
7.165732083E0,-5.564340591E0,1.911202240E1,-4.090560913E1,4.549175909E1
7.175768083E0,-5.777212143E0,1.923236084E1,-4.075349426E1,4.543244632E1
7.185804083E0,-5.579210281E0,1.936893463E1,-4.098536682E1,4.567366319E1
7.195841083E0,-5.574205399E0,1.914047241E1,-4.086932373E1,4.547231105E1
7.205877083E0,-5.076944351E0,1.902919769E1,-4.095855713E1,4.544765264E1
7.215913083E0,-5.261327744E0,1.904999542E1,-4.086927795E1,4.539693575E1
7.225949958E0,-5.118165970E0,1.918217468E1,-4.076393127E1,4.534147705E1
7.235985958E0,-5.118227005E0,1.945773315E1,-4.081965637E1,4.550872415E1
7.246022958E0,-5.357465744E0,1.935686493E1,-4.083300781E1,4.550522153E1
7.256058958E0,-5.290994644E0,1.933811188E1,-4.042878723E1,4.512697677E1
7.266094958E0,-5.261674881E0,1.917142487E1,-4.047949219E1,4.509787181E1
7.276131958E0,-4.925172806E0,1.928639984E1,-4.053433228E1,4.515810712E1
7.286167958E0,-4.763708115E0,1.933355713E1,-4.077201843E1,4.537440725E1
7.296203958E0,-4.660272598E0,1.934403992E1,-4.062361145E1,4.523480771E1
7.306240958E0,-5.042745590E0,1.962154388E1,-4.074011230E1,4.549935184E1
7.316276958E0,-5.153547287E0,1.941121674E1,-4.085864258E1,4.552782729E1
7.326313958E0,-5.099893570E0,1.970776367E1,-4.092968750E1,4.571262607E1
7.336349958E0,-5.130216599E0,1.953579712E1,-4.064814758E1,4.538984901E1
7.346385958E0,-5.167482376E0,1.967679596E1,-4.050172424E1,4.532404263E1
7.356422958E0,-5.214471817E0,1.974369049E1,-4.052441406E1,4.537876338E1
7.366458958E0,-5.170667648E0,1.981394958E1,-4.054791260E1,4.542534114E1
7.376495958E0,-4.958097458E0,1.985192108E1,-4.079299927E1,4.563715910E1
7.386531958E0,-4.977144241E0,1.973999023E1,-4.048156738E1,4.531221112E1
7.396567958E0,-5.019765854E0,1.980957794E1,-4.043693542E1,4.530742957E1
7.406604958E0,-5.127782822E0,1.995281982E1,-4.036289978E1,4.531636409E1
7.416640958E0,-5.076623917E0,2.011452484E1,-4.031681824E1,4.534106365E1
7.426676958E0,-5.104875565E0,2.003408813E1,-4.051501465E1,4.548506188E1
7.436713958E0,-5.019628525E0,2.002550507E1,-4.042883301E1,4.539502244E1
7.446749958E0,-5.105779648E0,1.997386932E1,-4.038160706E1,4.533981286E1
7.456786958E0,-5.144174576E0,2.016670227E1,-4.019793701E1,4.526624076E1
7.466822958E0,-5.207857132E0,2.005348969E1,-4.034309387E1,4.535228161E1
7.476858958E0,-5.220327377E0,2.000671387E1,-4.062171936E1,4.558118583E1
7.486895958E0,-5.255907059E0,2.013823700E1,-4.059355164E1,4.561808395E1
7.496931958E0,-5.257703781E0,2.005791473E1,-4.074049377E1,4.571379688E1
7.506967958E0,-5.309724808E0,2.017909241E1,-4.067477417E1,4.571461694E1
7.517004958E0,-5.302625656E0,2.016461945E1,-4.065046692E1,4.568577653E1
7.527040958E0,-5.319005966E0,1.992895508E1,-4.057795715E1,4.551950880E1
7.537077958E0,-5.435831070E0,1.997965240E1,-4.071751404E1,4.567987214E1
7.547113958E0,-5.476011276E0,1.996612549E1,-4.061540222E1,4.558775893E1
7.557149958E0,-5.516069412E0,2.017227936E1,-4.078747559E1,4.583629611E1
7.567186958E0,-5.622278214E0,2.029834747E1,-4.067086792E1,4.580122727E1
7.577222958E0,-5.432229996E0,2.033511353E1,-4.052861023E1,4.566830643E1
7.587258958E0,-5.813821793E0,2.015671539E1,-4.001580811E1,4.518139659E1
7.597295958E0,-5.743532181E0,2.038018036E1,-4.041156006E1,4.562273665E1
7.607331958E0,-5.519193649E0,2.030383301E1,-4.026507568E1,4.543108466E1
7.617368958E0,-5.705350876E0,2.048182678E1,-4.006369019E1,4.535587645E1
7.627404958E0,-5.770177841E0,2.055871582E1,-3.977536011E1,4.514460123E1
7.637440958E0,-5.752748489E0,2.054005432E1,-3.971826172E1,4.508356974E1
7.647477958E0,-5.913667679E0,2.037239838E1,-4.023587036E1,4.548550697E1
7.657513958E0,-6.034402847E0,2.058432007E1,-4.007456970E1,4.545436599E1
7.667549958E0,-6.377874374E0,2.089951324E1,-3.990263367E1,4.549381396E1
7.677586958E0,-6.247846603E0,2.071090698E1,-3.968154907E1,4.519516116E1
7.687622958E0,-6.409204483E0,2.071134949E1,-4.002610779E1,4.552062395E1
7.697659958E0,-6.259904861E0,2.061003113E1,-3.999555969E1,4.542691479E1
7.707695958E0,-6.277158737E0,2.070502472E1,-4.007615662E1,4.554337602E1
7.717731958E0,-6.099378586E0,2.069060516E1,-4.010044861E1,4.553404814E1
7.727768958E0,-6.283693314E0,2.053291321E1,-3.988247681E1,4.529566516E1
7.737804958E0,-6.210931778E0,2.063494873E1,-3.987083435E1,4.532174108E1
7.747840958E0,-6.258481979E0,2.073071289E1,-4.011296082E1,4.558487336E1
7.757877958E0,-6.226877213E0,2.077084351E1,-4.000526428E1,4.550409993E1
7.767913958E0,-6.163957596E0,2.074246979E1,-4.009484863E1,4.556140157E1
7.777950958E0,-6.144052505E0,2.103585052E1,-4.007067871E1,4.567182590E1
7.787986958E0,-6.259523392E0,2.101636505E1,-3.976315308E1,4.540900324E1
7.798022958E0,-6.173685074E0,2.099850464E1,-3.981932068E1,4.543819851E1
7.808059958E0,-6.077756882E0,2.099872589E1,-3.963168335E1,4.526097594E1
7.818095958E0,-6.490804672E0,2.130713654E1,-3.954995728E1,4.539078908E1
7.828131958E0,-6.408903122E0,2.141951752E1,-3.969049072E1,4.555441607E1
7.838168958E0,-6.196943283E0,2.120067596E1,-3.960269165E1,4.534582620E1
7.848204958E0,-6.177522659E0,2.110359192E1,-3.922120667E1,4.496472429E1
7.858241958E0,-6.311544418E0,2.097418976E1,-3.948864746E1,4.515645588E1
7.868277958E0,-6.259630203E0,2.103675079E1,-3.963066101E1,4.530250707E1
7.878313958E0,-6.330087662E0,2.123847961E1,-3.968338013E1,4.545232320E1
7.888350958E0,-6.484056473E0,2.106053162E1,-3.949342346E1,4.522520842E1
7.898386958E0,-6.562395096E0,2.134675598E1,-3.964041138E1,4.549847508E1
7.908422958E0,-6.665884018E0,2.137277222E1,-3.978543091E1,4.565205269E1
7.918459958E0,-6.463079453E0,2.162738037E1,-3.995021057E1,4.588610141E1
7.928495958E0,-6.780027390E0,2.173144531E1,-3.930250549E1,4.541928472E1
7.938532958E0,-6.766923904E0,2.166870880E1,-3.927337646E1,4.536212406E1
7.948568958E0,-6.679525375E0,2.177159119E1,-3.924761963E1,4.537613788E1
7.958604958E0,-6.664354324E0,2.182036591E1,-3.938435364E1,4.551559401E1
7.968641958E0,-6.557493210E0,2.190003204E1,-3.953753662E1,4.567087609E1
7.978677958E0,-6.619440079E0,2.168132782E1,-3.940847778E1,4.546344778E1
7.988714958E0,-6.295267105E0,2.174354553E1,-3.967501831E1,4.567843297E1
7.998750958E0,-6.574956894E0,2.179100037E1,-3.964924622E1,4.571805421E1
8.008786958E0,-6.895605087E0,2.177127838E1,-3.961390686E1,4.572526160E1
8.018823958E0,-6.500043869E0,2.193497467E1,-3.937069702E1,4.553510149E1
8.028859958E0,-6.521314621E0,2.162428284E1,-3.915304565E1,4.520064310E1
8.038895958E0,-6.610933304E0,2.186292267E1,-3.940972900E1,4.555017637E1
8.048932958E0,-6.564229965E0,2.205527496E1,-3.925495911E1,4.550248436E1
8.058968958E0,-6.884443283E0,2.173309326E1,-3.955931091E1,4.565809876E1
8.069004958E0,-6.976625443E0,2.152547455E1,-3.945700073E1,4.548487951E1
8.079041958E0,-6.644914627E0,2.148033905E1,-3.948258972E1,4.543605118E1
8.089077958E0,-6.390142441E0,2.135771179E1,-3.977322388E1,4.559490225E1
8.099114958E0,-6.411291122E0,2.169579315E1,-3.973716736E1,4.572586319E1
8.109150958E0,-6.413904190E0,2.181762695E1,-3.965090942E1,4.570931668E1
8.119186958E0,-6.226564407E0,2.167788696E1,-3.962695312E1,4.559601190E1
8.129223958E0,-6.439233780E0,2.185223389E1,-3.923704529E1,4.537102137E1
8.139259958E0,-6.603662491E0,2.180907440E1,-3.960739136E1,4.569452412E1
8.149296958E0,-6.580434799E0,2.167890930E1,-3.939680481E1,4.544651208E1
8.159332958E0,-6.363187790E0,2.181742859E1,-3.948458862E1,4.555790917E1
8.169368958E0,-6.328557968E0,2.159159088E1,-3.980641174E1,4.572524312E1
8.179405958E0,-6.246515274E0,2.170227814E1,-4.001437378E1,4.594733875E1
8.189441958E0,-6.197130203E0,2.170166779E1,-3.957456970E1,4.555780256E1
8.199477958E0,-6.425848007E0,2.176620483E1,-3.969346619E1,4.572341253E1
8.209514958E0,-6.232625961E0,2.168910980E1,-3.968070984E1,4.564889751E1
8.219551250E0,-6.075830460E0,2.157545471E1,-3.970753479E1,4.559719598E1
8.229588250E0,-5.929140091E0,2.178292084E1,-3.976132202E1,4.572322245E1
8.239624250E0,-6.183717728E0,2.196785736E1,-3.997041321E1,4.602672109E1
8.249660250E0,-6.018301010E0,2.180661011E1,-3.980931091E1,4.578787423E1
8.259697250E0,-5.992475510E0,2.168070221E1,-3.962002563E1,4.555994998E1
8.269733250E0,-6.030679703E0,2.156938171E1,-3.983177185E1,4.569657946E1
8.279769250E0,-5.745729446E0,2.173889160E1,-3.941316223E1,4.537609692E1
8.289806250E0,-5.919439316E0,2.200035858E1,-3.949026489E1,4.559097017E1
8.299842250E0,-5.912519455E0,2.207276154E1,-3.957157898E1,4.569545438E1
8.309879250E0,-6.013990402E0,2.193795013E1,-3.962008667E1,4.568580747E1
8.319915250E0,-5.920610428E0,2.180007172E1,-3.932752991E1,4.535362569E1
8.329951250E0,-5.777410507E0,2.195912933E1,-3.948313904E1,4.554668047E1
8.339988250E0,-5.842767715E0,2.203707123E1,-3.973663330E1,4.581233970E1
8.350024250E0,-5.985113144E0,2.195227814E1,-3.964021301E1,4.570635166E1
8.360060250E0,-5.580961227E0,2.199961090E1,-3.974743652E1,4.577104672E1
8.370097250E0,-5.407426834E0,2.214678955E1,-3.972718811E1,4.580360278E1
8.380133250E0,-5.518404007E0,2.210889435E1,-3.979499817E1,4.585736442E1
8.390170250E0,-5.519098282E0,2.215718842E1,-3.960037231E1,4.571204362E1
8.400206250E0,-5.443941116E0,2.196387482E1,-3.968280029E1,4.568120982E1
8.410242250E0,-5.323663712E0,2.203155518E1,-3.980195618E1,4.580312800E1
8.420279250E0,-5.507596970E0,2.194034576E1,-3.979867554E1,4.577823687E1
8.430315250E0,-5.587991714E0,2.180672455E1,-3.970794678E1,4.564515225E1
8.440351250E0,-5.820611954E0,2.191314697E1,-3.978240967E1,4.578979857E1
8.450388250E0,-5.764242172E0,2.204150391E1,-3.966517639E1,4.574254694E1
8.460424250E0,-5.863798141E0,2.221051788E1,-3.986849976E1,4.601291673E1
8.470461250E0,-5.978414536E0,2.196448517E1,-3.973359680E1,4.579234394E1
8.480497250E0,-5.962938309E0,2.198785400E1,-3.957957458E1,4.566798749E1
8.490533250E0,-6.098390579E0,2.227136230E1,-3.959008789E1,4.583207398E1
8.500570250E0,-6.052602768E0,2.205707550E1,-3.989947510E1,4.599039783E1
8.510606250E0,-5.776998520E0,2.203883362E1,-3.991877747E1,4.596294914E1
8.520642250E0,-5.813688278E0,2.209188080E1,-3.955931091E1,4.568138843E1
8.530679250E0,-5.769441605E0,2.195995331E1,-3.970312500E1,4.573690130E1
8.540715250E0,-5.993291855E0,2.223269653E1,-3.951188660E1,4.573184366E1
8.550752250E0,-6.053953171E0,2.231678009E1,-3.960633850E1,4.586230557E1
8.560788250E0,-6.150213242E0,2.200717163E1,-3.966365051E1,4.577494837E1
8.570824250E0,-6.137685776E0,2.212118530E1,-3.964611816E1,4.581301902E1
8.580861250E0,-6.203065872E0,2.197296143E1,-3.941389465E1,4.554935951E1
8.590897250E0,-6.132661819E0,2.213342285E1,-3.919284058E1,4.542660785E1
8.600933250E0,-5.965181351E0,2.213577271E1,-3.924116516E1,4.544716564E1
8.610970250E0,-6.054403305E0,2.214235687E1,-3.944638062E1,4.563942058E1
8.621006250E0,-6.117914200E0,2.233465576E1,-3.973731995E1,4.599261157E1
8.631043250E0,-6.131547928E0,2.238085938E1,-3.919985962E1,4.555357001E1
8.641079250E0,-6.124338150E0,2.225463104E1,-3.919242859E1,4.548431135E1
8.651115250E0,-6.051267624E0,2.239367676E1,-3.947120667E1,4.578286529E1
8.661152250E0,-6.089601517E0,2.221276855E1,-3.940095520E1,4.563907979E1
8.671188250E0,-6.171476364E0,2.223091888E1,-3.953800964E1,4.577723322E1
8.681224250E0,-6.261137009E0,2.221652985E1,-3.935780334E1,4.562688592E1
8.691261250E0,-6.272684097E0,2.237478638E1,-3.930725098E1,4.566221206E1
8.701297250E0,-6.366090775E0,2.220145416E1,-3.928901672E1,4.557475742E1
8.711334250E0,-6.283536911E0,2.220862579E1,-3.946919250E1,4.572223805E1
8.721370250E0,-6.269506454E0,2.232472992E1,-3.949819946E1,4.580183444E1
8.731406250E0,-6.124292374E0,2.223347473E1,-3.961006165E1,4.583439036E1
8.741443250E0,-6.124403000E0,2.212921906E1,-3.955305481E1,4.573461263E1
8.751479250E0,-6.019834518E0,2.221427917E1,-3.963508606E1,4.583287743E1
8.761515250E0,-6.049982071E0,2.205039215E1,-3.937870789E1,4.553575202E1
8.771552250E0,-5.893720627E0,2.219459534E1,-3.926535034E1,4.548740202E1
8.781588250E0,-5.857728958E0,2.196944427E1,-3.925958252E1,4.536831813E1
8.791625250E0,-5.890939713E0,2.199995422E1,-3.916291809E1,4.530381121E1
8.801661250E0,-6.095003128E0,2.194837189E1,-3.951379395E1,4.560942889E1
8.811697250E0,-6.023595810E0,2.201575470E1,-3.900637817E1,4.519374625E1
8.821734250E0,-6.088941574E0,2.205032349E1,-3.939820862E1,4.555777450E1
8.831770250E0,-5.953111649E0,2.211548615E1,-3.938328552E1,4.555850573E1
8.841806250E0,-6.040357590E0,2.210443878E1,-3.915246582E1,4.536526990E1
8.851843250E0,-5.914308548E0,2.207489777E1,-3.920140076E1,4.537653555E1
8.861879250E0,-5.817468643E0,2.199365234E1,-3.952586365E1,4.560545562E1
8.871916250E0,-6.256902695E0,2.199181366E1,-3.966119385E1,4.577989730E1
8.881952250E0,-6.077806473E0,2.190802002E1,-3.937680054E1,4.546903884E1
8.891988250E0,-5.963083267E0,2.215438080E1,-3.941920471E1,4.560974294E1
8.902025250E0,-6.208703995E0,2.199752045E1,-3.910464478E1,4.529472546E1
8.912061250E0,-6.254659653E0,2.191964722E1,-3.934088135E1,4.546753399E1
8.922097250E0,-6.137228012E0,2.178617096E1,-3.929084778E1,4.534394703E1
8.932134250E0,-6.187555313E0,2.193303680E1,-3.902233887E1,4.518945535E1
8.942170250E0,-6.269567490E0,2.213778687E1,-3.940432739E1,4.562992550E1
8.952207250E0,-6.150770187E0,2.224187469E1,-3.946682739E1,4.571830518E1
8.962243250E0,-5.891382217E0,2.199916840E1,-3.935084534E1,4.546604033E1
8.972279250E0,-5.947565079E0,2.224316406E1,-3.901826477E1,4.530515273E1
8.982316250E0,-5.880968094E0,2.213619995E1,-3.892837524E1,4.516653112E1
8.992352250E0,-6.197111130E0,2.204087830E1,-3.882015991E1,4.506893961E1
9.002388250E0,-6.269941330E0,2.215222931E1,-3.930398560E1,4.555037553E1
9.012425250E0,-6.131120682E0,2.207002258E1,-3.896456909E1,4.519860819E1
9.022461250E0,-6.184614182E0,2.186259460E1,-3.927334595E1,4.537199794E1
9.032498250E0,-6.256460190E0,2.205811310E1,-3.940188599E1,4.558741347E1
9.042534250E0,-5.873945236E0,2.212083435E1,-3.944815063E1,4.560691980E1
9.052570250E0,-5.966543198E0,2.195760345E1,-3.943005371E1,4.552433550E1
9.062607250E0,-6.005395889E0,2.198610687E1,-3.921830750E1,4.535999689E1
9.072643250E0,-6.107187271E0,2.196723175E1,-3.949423218E1,4.560319487E1
9.082680250E0,-5.982954025E0,2.191873932E1,-3.969564819E1,4.573807339E1
9.092716250E0,-6.092897415E0,2.178847504E1,-3.930525208E1,4.535155878E1
9.102752250E0,-6.096735001E0,2.189977264E1,-3.927490234E1,4.537938049E1
9.112789250E0,-6.330804825E0,2.174335480E1,-3.912933350E1,4.521014607E1
9.122825250E0,-6.284837723E0,2.154699707E1,-3.904727173E1,4.503844688E1
9.132861250E0,-5.990655899E0,2.174524689E1,-3.907168579E1,4.511474649E1
9.142898250E0,-6.179578781E0,2.173614502E1,-3.945697021E1,4.546976680E1
9.152934250E0,-6.132089615E0,2.182667542E1,-3.964151001E1,4.566678879E1
9.162971250E0,-6.235540390E0,2.188461304E1,-3.937339783E1,4.547617737E1
9.173007250E0,-6.226415634E0,2.178025818E1,-3.959765625E1,4.561931914E1
9.183043250E0,-6.017683029E0,2.171715546E1,-3.957922363E1,4.554516762E1
9.193080250E0,-6.017831802E0,2.160181427E1,-3.961924744E1,4.552512984E1
9.203116250E0,-5.918878555E0,2.178086090E1,-3.964059448E1,4.561595944E1
9.213152250E0,-5.978151321E0,2.184535217E1,-3.946754456E1,4.550433801E1
9.223188583E0,-6.000307083E0,2.186784363E1,-3.939179993E1,4.545239456E1
9.233224583E0,-5.875467300E0,2.195951080E1,-3.925617981E1,4.536285798E1
9.243261583E0,-5.914785385E0,2.185723114E1,-3.946640015E1,4.550076900E1
9.253297583E0,-6.176836014E0,2.166878510E1,-3.958175659E1,4.554563651E1
9.263333583E0,-6.066087723E0,2.177375031E1,-3.947634888E1,4.548929262E1
9.273370583E0,-6.140844345E0,2.176071930E1,-3.928739929E1,4.532922475E1
9.283406583E0,-6.204847336E0,2.186073303E1,-3.899943542E1,4.513698863E1
9.293442583E0,-6.197225571E0,2.164962006E1,-3.889598083E1,4.494450999E1
9.303479583E0,-5.965349197E0,2.173155212E1,-3.900013733E1,4.504282918E1
9.313515583E0,-6.155447006E0,2.176322174E1,-3.907963562E1,4.515246692E1
9.323552583E0,-6.116807938E0,2.174074554E1,-3.896128845E1,4.503395779E1
9.333588583E0,-6.138471603E0,2.157688904E1,-3.929913330E1,4.525113095E1
9.343624583E0,-6.234857559E0,2.180237579E1,-3.959616089E1,4.562973807E1
9.353661583E0,-6.237455368E0,2.185283661E1,-3.911807251E1,4.524020241E1
9.363697583E0,-6.143804550E0,2.193248749E1,-3.906996155E1,4.522435447E1
9.373733583E0,-6.069108963E0,2.198475647E1,-3.929763794E1,4.543641654E1
9.383770583E0,-6.132547379E0,2.209292603E1,-3.916751099E1,4.538501333E1
9.393806583E0,-6.133955002E0,2.192777252E1,-3.931700134E1,4.543433951E1
9.403843583E0,-6.044595718E0,2.196337128E1,-3.919001770E1,4.532972868E1
9.413879583E0,-6.101022720E0,2.214047241E1,-3.960189819E1,4.577918017E1
9.423915583E0,-6.037023544E0,2.197827911E1,-3.928382874E1,4.541706294E1
9.433952583E0,-6.172296524E0,2.181148529E1,-3.950204468E1,4.554393119E1
9.443988583E0,-6.084749222E0,2.202542877E1,-3.937081909E1,4.552147934E1
9.454024583E0,-6.146135330E0,2.200405884E1,-3.939495850E1,4.554027163E1
9.464061583E0,-6.327508926E0,2.191314697E1,-3.952682495E1,4.563543875E1
9.474097583E0,-6.152177811E0,2.171382904E1,-3.930709839E1,4.532535325E1
9.484134583E0,-6.169080734E0,2.188702393E1,-3.947706604E1,4.555807411E1
9.494170583E0,-6.255750656E0,2.190542603E1,-3.918997192E1,4.533029897E1
9.504206583E0,-6.262800217E0,2.180686188E1,-3.904141235E1,4.515521864E1
9.514243583E0,-6.353487015E0,2.184094238E1,-3.923937988E1,4.535551229E1
9.524279583E0,-6.333059311E0,2.190164948E1,-3.928581238E1,4.542207552E1
9.534315583E0,-6.249345779E0,2.169315338E1,-3.912963867E1,4.517494714E1
9.544352583E0,-6.360780716E0,2.187387848E1,-3.958932495E1,4.567538441E1
9.554388583E0,-6.273447037E0,2.194702911E1,-3.930651855E1,4.545360960E1
9.564425583E0,-6.091737747E0,2.180692291E1,-3.926707458E1,4.532719164E1
9.574461583E0,-5.844430923E0,2.178836823E1,-3.941497803E1,4.541399405E1
9.584497583E0,-6.014776230E0,2.193059540E1,-3.952456665E1,4.559956049E1
9.594534583E0,-6.095438004E0,2.189029694E1,-3.960667419E1,4.566210798E1
9.604570583E0,-6.183671951E0,2.186465454E1,-3.926870728E1,4.536884711E1
9.614606583E0,-6.243509293E0,2.205986786E1,-3.944909668E1,4.562729892E1
9.624643583E0,-6.026292801E0,2.193183136E1,-3.973661804E1,4.578558993E1
9.634679583E0,-5.838968277E0,2.192764282E1,-3.936093140E1,4.543344573E1
9.644716583E0,-6.080232620E0,2.185430145E1,-3.894898987E1,4.507331286E1
9.654752583E0,-6.142129898E0,2.212767029E1,-3.890473938E1,4.517674510E1
9.664788583E0,-6.124032974E0,2.190223694E1,-3.945028687E1,4.553610542E1
9.674825583E0,-5.873456955E0,2.178742981E1,-3.938325500E1,4.538976062E1
9.684861583E0,-5.833372116E0,2.165704346E1,-3.959428406E1,4.550563802E1
9.694897583E0,-5.664072037E0,2.199136353E1,-3.980752563E1,4.582947609E1
9.704934583E0,-5.797071457E0,2.202758789E1,-3.960798645E1,4.569040661E1
9.714970583E0,-5.996076584E0,2.183609772E1,-3.951782227E1,4.554587110E1
9.725007583E0,-5.928819656E0,2.186701202E1,-3.898051453E1,4.508655709E1
9.735043583E0,-5.824251175E0,2.189959717E1,-3.918801880E1,4.526825682E1
9.745079583E0,-5.981153488E0,2.165494537E1,-3.902059937E1,4.502574853E1
9.755116583E0,-6.027807236E0,2.151793671E1,-3.945228577E1,4.534135984E1
9.765152583E0,-5.830175400E0,2.152858734E1,-3.922348022E1,4.512152944E1
9.775188583E0,-5.843912125E0,2.166250610E1,-3.945994568E1,4.539276146E1
9.785225583E0,-6.085721970E0,2.175951385E1,-3.889048767E1,4.497757760E1
9.795261583E0,-6.154237747E0,2.169501495E1,-3.927313232E1,4.528716417E1
9.805298583E0,-5.873636246E0,2.143257141E1,-3.934162903E1,4.518427265E1
9.815334583E0,-5.992578506E0,2.174372864E1,-3.989210510E1,4.582663834E1
9.825370583E0,-6.113428116E0,2.146540833E1,-3.964584351E1,4.549649069E1
9.835407583E0,-6.061174393E0,2.171020508E1,-3.947518921E1,4.545724808E1
9.845443583E0,-5.948503494E0,2.177306366E1,-3.891857910E1,4.499007440E1
9.855479583E0,-6.067560196E0,2.170471954E1,-3.897224426E1,4.501939538E1
9.865516583E0,-5.970952988E0,2.171695709E1,-3.893077087E1,4.497647636E1
9.875552583E0,-5.749700546E0,2.157355499E1,-3.892146301E1,4.487045369E1
9.885589583E0,-6.015684128E0,2.171604156E1,-3.890994263E1,4.496396949E1
